# step Q_left_e Q_right_e Q_total_e
537000 -9.3818602136 9.3306603325 -0.0511998811
538000 -9.3903271537 9.3391270319 -0.0512001219
539000 -9.5165156196 9.4653155494 -0.0512000702
540000 -9.3753174595 9.3241173199 -0.0512001396
541000 -9.3017782788 9.2505776377 -0.0512006411
542000 -9.4893887565 9.4381887750 -0.0511999815
543000 -9.4329381986 9.3817377950 -0.0512004036
544000 -9.4786828633 9.4274830208 -0.0511998425
545000 -9.3665506283 9.3153504457 -0.0512001826
546000 -9.5053403026 9.4541401698 -0.0512001328
547000 -9.4857091794 9.4345093321 -0.0511998474
548000 -9.4974588770 9.4462593424 -0.0511995347
549000 -9.4958270690 9.4446270817 -0.0511999873
550000 -9.3844741054 9.3332737272 -0.0512003782
551000 -9.5558755072 9.5046749802 -0.0512005270
552000 -9.4834840938 9.4322846495 -0.0511994443
553000 -9.3462206225 9.2950206003 -0.0512000222
554000 -9.5015127086 9.4503119246 -0.0512007840
555000 -9.4954005722 9.4442004629 -0.0512001093
556000 -9.4333701902 9.3821701196 -0.0512000707
557000 -9.4959872691 9.4447871274 -0.0512001417
558000 -9.3597603994 9.3085606766 -0.0511997228
559000 -9.4342257918 9.3830253147 -0.0512004772
560000 -9.3386253142 9.2874250519 -0.0512002623
561000 -9.3192712385 9.2680710708 -0.0512001677
562000 -9.4178969439 9.3666969328 -0.0512000110
563000 -9.3467949540 9.2955949623 -0.0511999917
564000 -9.4684103734 9.4172101673 -0.0512002062
565000 -9.2075425743 9.1563423879 -0.0512001864
566000 -9.4702587728 9.4190588202 -0.0511999526
567000 -9.4313516519 9.3801514697 -0.0512001822
568000 -9.5699090415 9.5187083753 -0.0512006662
569000 -9.5202050754 9.4690050043 -0.0512000711
570000 -9.2840644489 9.2328644262 -0.0512000227
571000 -9.3394034826 9.2882032273 -0.0512002553
572000 -9.4601520740 9.4089524252 -0.0511996488
573000 -9.4084732386 9.3572724843 -0.0512007542
574000 -9.5915178757 9.5403178937 -0.0511999819
575000 -9.6414698393 9.5902697179 -0.0512001214
576000 -9.6137352875 9.5625351130 -0.0512001745
577000 -9.6753254724 9.6241269405 -0.0511985319
578000 -9.4726502679 9.4214500096 -0.0512002583
579000 -9.6135273953 9.5623272262 -0.0512001691
580000 -9.5703152157 9.5191158834 -0.0511993323
581000 -9.6511628414 9.5999624939 -0.0512003475
582000 -9.6496104184 9.5984104413 -0.0511999771
583000 -9.7662195084 9.7150192556 -0.0512002527
584000 -9.6199466556 9.5687462902 -0.0512003654
585000 -9.6094597732 9.5582595882 -0.0512001850
586000 -9.5319218447 9.4807217622 -0.0512000825
587000 -9.6190481514 9.5678480305 -0.0512001209
588000 -9.6662692337 9.6150692075 -0.0512000262
589000 -9.5260091196 9.4748093633 -0.0511997563
590000 -9.4660587809 9.4148588069 -0.0511999740
591000 -9.5504073002 9.4992071993 -0.0512001009
592000 -9.6001642880 9.5489643505 -0.0511999375
593000 -9.5707008981 9.5195012356 -0.0511996625
594000 -9.6226313936 9.5714310415 -0.0512003521
595000 -9.5759046178 9.5247039848 -0.0512006329
596000 -9.5597022972 9.5085024424 -0.0511998548
597000 -9.5604350481 9.5092355635 -0.0511994846
598000 -9.4829242520 9.4317241083 -0.0512001438
599000 -9.5119534675 9.4607538441 -0.0511996234
600000 -9.6345667986 9.5833678804 -0.0511989181
