z_A,Li+ (LiA),Anion (PF6),Solvent O (DMC+ECA),Solvent H (DMC+ECA),Electrode ANO,Electrode CAT,Electrode total
55.350000,1.6465596403e-04,1.8713783604e-03,8.9959152655e-03,1.7352205440e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
55.650000,2.2165225927e-04,1.9252081948e-03,9.2872296634e-03,1.8245147399e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
55.950000,2.7231563282e-04,2.0866976980e-03,9.5753776005e-03,1.8935435863e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
56.250000,3.9264114499e-04,2.2450207403e-03,9.8888572243e-03,2.0078528229e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
56.550000,4.0847344923e-04,2.4128431652e-03,1.0018682119e-02,2.0987302492e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
56.850000,5.0346727463e-04,2.7199898673e-03,1.0775466261e-02,2.2054399797e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
57.150000,5.1613311801e-04,3.1506285425e-03,1.1183939711e-02,2.2789018714e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
57.450000,5.5413064817e-04,3.3406161933e-03,1.2251037016e-02,2.4220259016e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
57.750000,5.4146480479e-04,3.6382635129e-03,1.2865330420e-02,2.5369684304e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
58.050000,4.5597036193e-04,4.1797283177e-03,1.4489724835e-02,2.4654064152e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
58.350000,3.8947468415e-04,4.3697159685e-03,1.5072353630e-02,2.5439346442e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
58.650000,4.2430575346e-04,4.6230328362e-03,1.5715145182e-02,2.6246793958e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
58.950000,4.5913682277e-04,4.4013805769e-03,1.6801241253e-02,2.7032076248e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
59.250000,4.5913682277e-04,4.5502042367e-03,1.8004496374e-02,2.7817358538e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
59.550000,5.3196542225e-04,4.3792153510e-03,1.7320540832e-02,2.8209999683e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
59.850000,6.8712200374e-04,4.1037332573e-03,1.7786010576e-02,2.8976283208e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
60.150000,6.4912447358e-04,3.6825939647e-03,1.7374370666e-02,2.9679237516e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
60.450000,6.6179031696e-04,3.4926063139e-03,1.7159051328e-02,3.0923656629e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
60.750000,7.1878661220e-04,3.1822931509e-03,1.6779076027e-02,3.1142142427e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
61.050000,7.8844875083e-04,2.9733067351e-03,1.6582755454e-02,3.3662645261e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
61.350000,8.9927488047e-04,2.7168234065e-03,1.6817073557e-02,3.5166714164e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
61.650000,8.1378043760e-04,2.4223425477e-03,1.6801241253e-02,3.6515626484e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
61.950000,5.7629587410e-04,2.5774991292e-03,1.7507362021e-02,3.7791710206e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
62.250000,6.2062632596e-04,2.7801526234e-03,1.8036160983e-02,3.8298343941e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
62.550000,4.4647097939e-04,3.1031316298e-03,1.9290079478e-02,3.8070358760e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
62.850000,3.9580760584e-04,3.2772869763e-03,2.0626325955e-02,3.6303473608e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
63.150000,3.8314176245e-04,3.5686013742e-03,2.3051834964e-02,3.5413698110e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
63.450000,3.3247838890e-04,4.1353978658e-03,2.4261423008e-02,3.3076850005e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
63.750000,2.5648332858e-04,5.0948355024e-03,2.5043538837e-02,3.0882492638e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
64.050000,1.6782242488e-04,5.9149488617e-03,2.3612298534e-02,2.8707134036e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
64.350000,1.3615781641e-04,5.8927836357e-03,2.2266552674e-02,2.7712865330e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
64.650000,1.8048826826e-04,4.9175136949e-03,2.0946138501e-02,2.8501314081e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
64.950000,2.9131439790e-04,3.9454102150e-03,2.0170355594e-02,3.1091479054e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
65.250000,4.2113929261e-04,3.2614546721e-03,2.0252683576e-02,3.7240746018e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
65.550000,3.8947468415e-04,3.0999651689e-03,1.9723884614e-02,4.5992843798e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
65.850000,5.2879896140e-04,2.5648332858e-03,1.7757512428e-02,5.4241474304e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
66.150000,1.0955954530e-03,1.9378740382e-03,1.5354168646e-02,5.5175580254e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
66.450000,1.4027421551e-03,1.1240936006e-03,1.3767771762e-02,5.0470219436e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
66.750000,1.5990627276e-03,8.3277920269e-04,1.3989424021e-02,4.6049840094e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
67.050000,2.1436939932e-03,6.9345492543e-04,1.9638390171e-02,3.9745416548e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
67.350000,2.9448085874e-03,4.7813558785e-04,3.5378867040e-02,3.3820968304e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
67.650000,3.4387764795e-03,3.0081378044e-04,3.8235014724e-02,2.7263227890e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
67.950000,3.1854596118e-03,1.9315411165e-04,3.1113644280e-02,2.0300180488e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
68.250000,2.0518666287e-03,1.8998765080e-04,3.1259301479e-02,1.4676546025e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
68.550000,9.1827364555e-04,1.5832304234e-04,3.0106709731e-02,1.2225705329e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
68.850000,4.4647097939e-04,1.3615781641e-04,3.0151040182e-02,1.2884329185e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
69.150000,1.9948703334e-04,7.5995060321e-05,4.2626895918e-02,1.7216047624e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
69.450000,1.0765966879e-04,7.9161521168e-05,5.7271777334e-02,2.5195528957e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
69.750000,7.9161521168e-05,7.5995060321e-05,4.2025268358e-02,3.4178778379e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
70.050000,6.9662138628e-05,7.2828599474e-05,2.3504638865e-02,4.0834679079e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
70.350000,4.1163991007e-05,4.1163991007e-05,1.4806370919e-02,4.8494347867e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
70.650000,6.3329216934e-05,4.4330451854e-05,1.1164940946e-02,6.0666223362e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
70.950000,4.1163991007e-05,5.6996295241e-05,5.5634717077e-03,8.1127893354e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
71.250000,4.7496912701e-05,2.2165225927e-05,7.5045122067e-04,9.6991862196e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
71.550000,6.0162756088e-05,0.0000000000e+00,3.1664608467e-06,6.5358918337e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
71.850000,3.4831069314e-05,0.0000000000e+00,0.0000000000e+00,1.2694341534e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
72.150000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,7.3778537728e-04,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
72.450000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.5331686774e-05,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
72.750000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
73.050000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
73.350000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
73.650000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
73.950000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,5.3333333333e-01,0.0000000000e+00,5.3333333333e-01
74.250000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
74.550000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
74.850000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
75.150000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
75.450000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
75.750000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
76.050000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
76.350000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
76.650000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
76.950000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
77.250000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
77.550000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
77.850000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
78.150000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
78.450000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
78.750000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
79.050000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
79.350000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
79.650000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
79.950000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
80.250000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
80.550000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
80.850000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
81.150000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
81.450000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
81.750000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
82.050000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
82.350000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
82.650000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
82.950000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
83.250000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
83.550000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
83.850000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
84.150000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
84.450000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
84.750000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
85.050000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
85.350000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
85.650000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
85.950000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
86.250000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
86.550000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
86.850000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
87.150000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
87.450000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
87.750000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
88.050000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
88.350000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
88.650000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
88.950000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
89.250000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
89.550000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
89.850000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
