z_A,LiA_molCOM,PF6_molCOM,EC_Oc(O00),DMC_Oc(O01)
143.704033,4.8809016745e-06,6.2298970720e-06,2.2033991211e-05,2.9619451224e-05
144.831123,3.1986860204e-06,5.6416520535e-06,1.0076263548e-05,4.3268954069e-05
145.958214,4.7791059743e-06,4.2825881461e-06,2.0443816991e-05,3.7395800824e-05
147.085304,4.9057508062e-06,4.5062570933e-06,3.1285988565e-05,3.1003072896e-05
148.212395,6.4752104368e-06,6.8690289029e-06,1.5319226856e-05,4.0650715502e-05
149.339485,4.5183383553e-06,2.4627775588e-06,2.6168926414e-05,4.8577809643e-05
150.466576,6.8119067316e-06,6.0206115683e-06,2.4743540707e-05,4.2214609856e-05
151.593666,6.3312613651e-06,7.5101527614e-06,2.2840939716e-05,6.9214852852e-05
152.720757,7.1034124536e-06,6.3273561747e-06,2.7735228681e-05,5.6645661565e-05
153.847847,4.7850003473e-06,7.5091923819e-06,3.8068648569e-05,6.4078007906e-05
154.974937,4.7339134284e-06,1.0755466544e-05,3.0239093795e-05,6.7113657701e-05
156.102028,1.3763123538e-05,1.4163775064e-05,3.5866639696e-05,6.7343785684e-05
157.229118,9.9467815274e-06,1.0664564508e-05,3.7441590364e-05,6.3939650618e-05
158.356209,9.5543266201e-06,8.8226259274e-06,3.6070538777e-05,9.4223169832e-05
159.483299,6.6813356554e-06,1.3725552808e-05,4.1047179079e-05,7.7188839984e-05
160.610390,7.6771300124e-06,1.0396658000e-05,4.7047836762e-05,9.4231360362e-05
161.737480,1.6226600334e-05,1.1747923780e-05,4.6836848942e-05,1.0249260952e-04
162.864571,1.8277728413e-05,1.3637523921e-05,5.9627395431e-05,1.1771700492e-04
163.991661,1.2004060014e-05,1.2416386279e-05,5.9429008375e-05,1.2474582833e-04
165.118752,1.5083736587e-05,1.7029526773e-05,6.4653721898e-05,1.5006263870e-04
166.245842,1.8922665266e-05,1.9666307495e-05,6.0112065477e-05,1.7009907234e-04
167.372932,2.0435404115e-05,2.1270835233e-05,8.8813778112e-05,1.8262324966e-04
168.500023,2.1884271201e-05,1.7413460662e-05,9.0430470198e-05,2.0582550697e-04
169.627113,3.3126178908e-05,2.5579015294e-05,9.9302640288e-05,2.1579816216e-04
170.754204,2.6577662335e-05,2.7773379593e-05,1.1139928017e-04,2.2062302463e-04
