# step Q_left_e Q_right_e Q_total_e
537000 -7.7499102270 7.6987100695 -0.0512001575
538000 -7.7278782243 7.6766784291 -0.0511997952
539000 -7.7000967024 7.6488967098 -0.0511999927
540000 -7.6972168111 7.6460162713 -0.0512005398
541000 -7.6442588600 7.5930581405 -0.0512007196
542000 -7.6243087589 7.5731086000 -0.0512001589
543000 -7.7735002439 7.7222998405 -0.0512004034
544000 -7.7563280426 7.7051277107 -0.0512003319
545000 -7.8148583085 7.7636582013 -0.0512001072
546000 -7.7719070478 7.7207066196 -0.0512004283
547000 -7.7667092087 7.7155094640 -0.0511997447
548000 -7.7254757637 7.6742763675 -0.0511993961
549000 -7.8167270918 7.7655272069 -0.0511998849
550000 -7.8556098568 7.8044098415 -0.0512000152
551000 -7.9527434325 7.9015434396 -0.0511999929
552000 -7.9901414013 7.9389413956 -0.0512000057
553000 -7.9779561493 7.9267560102 -0.0512001391
554000 -7.8523134962 7.8011137780 -0.0511997181
555000 -7.9122437248 7.8610436397 -0.0512000851
556000 -7.9717290958 7.9205293518 -0.0511997440
557000 -7.9106574934 7.8594574139 -0.0512000795
558000 -7.9036872971 7.8524871070 -0.0512001901
559000 -7.9068375882 7.8556375024 -0.0512000858
560000 -7.9743385124 7.9231383535 -0.0512001589
561000 -8.0788514765 8.0276511135 -0.0512003631
562000 -8.0778340825 8.0266347525 -0.0511993300
563000 -8.1080824251 8.0568825798 -0.0511998453
564000 -7.9110808386 7.8598806278 -0.0512002108
565000 -7.9204004779 7.8691998988 -0.0512005792
566000 -7.9244945538 7.8732941383 -0.0512004155
567000 -7.8882180159 7.8370182146 -0.0511998013
568000 -7.8182556368 7.7670556635 -0.0511999733
569000 -7.9922353292 7.9410354486 -0.0511998807
570000 -7.7929198360 7.7417197959 -0.0512000402
571000 -7.9689359844 7.9177355436 -0.0512004409
572000 -8.0625423864 8.0113420340 -0.0512003524
573000 -7.9361543690 7.8849537864 -0.0512005826
574000 -8.1250615108 8.0738617687 -0.0511997421
575000 -7.9241142226 7.8729143369 -0.0511998858
576000 -7.8970765360 7.8458765675 -0.0511999684
577000 -7.8910267819 7.8398263773 -0.0512004045
578000 -8.0072944523 7.9560947868 -0.0511996655
579000 -7.8441125625 7.7929129498 -0.0511996127
580000 -7.9653385798 7.9141386976 -0.0511998823
581000 -7.8430583053 7.7918582736 -0.0512000318
582000 -7.9185457143 7.8673453256 -0.0512003887
583000 -7.8304592851 7.7792586815 -0.0512006036
584000 -7.8641514261 7.8129514081 -0.0512000180
585000 -7.8237371130 7.7725368880 -0.0512002250
586000 -7.7995614046 7.7483615996 -0.0511998050
587000 -7.7946349711 7.7434353724 -0.0511995987
588000 -7.9757841432 7.9245843419 -0.0511998013
589000 -8.0199071907 7.9687073603 -0.0511998304
590000 -7.8196984262 7.7684981080 -0.0512003182
591000 -7.9644697940 7.9132703878 -0.0511994062
592000 -7.8282924227 7.7770920135 -0.0512004092
593000 -7.8720592889 7.8208596446 -0.0511996443
594000 -7.7795552027 7.7283554373 -0.0511997654
595000 -8.0161632248 7.9649633339 -0.0511998909
596000 -7.6870485484 7.6358481899 -0.0512003584
597000 -7.7346234245 7.6834238225 -0.0511996020
598000 -7.7503393446 7.6991386686 -0.0512006760
599000 -7.8177985307 7.7665989231 -0.0511996076
600000 -7.6379929488 7.5867925675 -0.0512003812
