z_angstrom,rho_Li_1_per_nm3,rho_PF6_1_per_nm3,rho_EC_1_per_nm3,rho_DMC_1_per_nm3,rho_Li_std_1_per_nm3,rho_PF6_std_1_per_nm3,rho_EC_std_1_per_nm3,rho_DMC_std_1_per_nm3,rho_charge_e_per_nm3,rho_charge_std_e_per_nm3,z_cathode_angstrom,z_anode_angstrom
53.625,0.17263544536271805,0.41505968778696045,0.9256198347107436,2.1450872359963267,0.11365839079350448,0.08274659560013818,0.12292525642373929,0.19323061065289449,-0.24242424242424238,0.06797706344654451,16.0,74.0
54.375,0.18732782369146,0.5472910927456381,0.7676767676767675,2.560146923783287,0.0975274053065326,0.1936665025008494,0.16852260417931256,0.26853813372171514,-0.3599632690541781,0.15936744279093945,16.0,74.0
55.125,0.47015610651974277,0.5105601469237832,0.8227731864095499,2.4058769513314964,0.1972044767022386,0.23924509192994767,0.21823251831056664,0.47484604127999613,-0.040404040404040394,0.3662519211249921,16.0,74.0
55.875,0.6538108356290173,0.33057851239669417,0.7125803489439851,2.6519742883379243,0.10109354596527373,0.09975005042424438,0.1171653840788729,0.4865290738905978,0.32323232323232315,0.14726773330930726,16.0,74.0
56.625,0.5950413223140495,0.19100091827364551,0.6244260789715333,2.3617998163452705,0.060355102755390216,0.07856473695576652,0.19218043651475067,0.22365195119736855,0.404040404040404,0.08515719463265109,16.0,74.0
57.375,0.4297520661157024,0.22038567493112943,0.6648301193755738,2.795224977043158,0.17739563843589712,0.059510933869677304,0.10340266857858031,0.2990810356043677,0.20936639118457295,0.19024006115817899,16.0,74.0
58.125,0.3048668503213957,0.24609733700642786,0.9990817263544535,3.07070707070707,0.14726773330930726,0.056007165039400925,0.2707272545313618,0.31312996668612275,0.058769513314967846,0.11350991471340637,16.0,74.0
58.875,0.13957759412304863,0.37098255280073456,1.1129476584022036,3.1698806244260784,0.060355102755390196,0.14010821761440329,0.15010333694547326,0.4806002492942845,-0.2314049586776859,0.11513262089004575,16.0,74.0
59.625,0.13590449954086314,0.2754820936639118,1.146005509641873,3.1037649219467394,0.04228049378593696,0.14166435831534901,0.14840847640651547,0.21378230903255854,-0.13957759412304863,0.17500281725725023,16.0,74.0
60.375,0.1542699724517906,0.1505968778696051,0.9954086317722679,3.5078053259871433,0.07638800493327977,0.10175864225671306,0.08750140862862515,0.486425073944868,0.0036730945821854904,0.1705123142469812,16.0,74.0
61.125,0.20569329660238747,0.040404040404040394,0.9256198347107436,2.986225895316804,0.07726605681528972,0.04927973504131766,0.2063971951821678,0.45351935457990966,0.16528925619834708,0.10629785952975411,16.0,74.0
61.875,0.33792470156106513,0.01101928374655647,1.0615243342516067,3.1845730027548202,0.09507569590850162,0.01642657834710589,0.203848476407884,0.3367949334237199,0.32690541781450866,0.10973274010130142,16.0,74.0
62.625,0.38200183654729103,0.018365472910927452,1.355371900826446,4.11386593204775,0.14999094206865318,0.025972700870029286,0.2115619578010535,0.5064676669655709,0.36363636363636354,0.16188724239514424,16.0,74.0
63.375,0.24242424242424238,0.17263544536271805,1.557392102846648,5.094582185491276,0.10661469438898065,0.10911625915528335,0.16902222758264146,0.6399781010334438,0.06978879706152431,0.1460026219603437,16.0,74.0
64.125,0.09182736455463726,0.9292929292929291,1.5757575757575755,5.763085399449035,0.0861417035780244,0.36583727009700584,0.3392396661603324,0.7423150580763345,-0.8374655647382918,0.36398866165179045,16.0,74.0
64.875,0.09182736455463726,0.6978879706152432,1.8108356290174468,5.7447199265381075,0.07682828526483704,0.23626593811328936,0.3145271555597092,1.0153798119306154,-0.606060606060606,0.295278883210533,16.0,74.0
65.625,0.4334251606978879,0.5509641873278236,1.8292011019283743,3.952249770431588,0.1598956757368515,0.13681969169652283,0.34860550980398486,0.9222503423809483,-0.11753902662993569,0.24796789210020403,16.0,74.0
66.375,1.7557392102846645,0.6831955922865013,1.1129476584022036,2.637281910009182,0.5685293109597942,0.18059900486963482,0.46217543635157093,0.3555510021033626,1.0725436179981633,0.4341405125316402,16.0,74.0
67.125,1.9283746556473824,0.33057851239669417,0.606060606060606,1.8034894398530759,0.5778561146942982,0.14166435831534904,0.17031438926530218,0.4655928109002972,1.5977961432506884,0.4736013575106566,16.0,74.0
67.875,3.1037649219467394,0.10651974288337923,0.48852157943067026,4.646464646464645,1.0283844910252793,0.07160179500318796,0.11586270189595962,0.7546622887531443,2.99724517906336,1.0238977625384362,16.0,74.0
68.625,1.1202938475665747,0.0771349862258953,3.03030303030303,15.037649219467399,0.3734563711232829,0.07834978515225542,0.4029955602845121,2.8201437992818783,1.0431588613406793,0.3826899220701804,16.0,74.0
69.375,0.194674012855831,0.14692378328741962,15.12580348943985,5.131313131313131,0.20557848035196646,0.28921975662118676,2.908177129676656,0.502220974394713,0.04775022956841138,0.20721267522598102,16.0,74.0
70.125,0.09182736455463726,0.1579430670339761,1.2341597796143249,4.393021120293847,0.15691466933549184,0.32325319241420447,0.5046997696916118,0.773685736831173,-0.06611570247933883,0.1686226472894476,16.0,74.0
70.875,0.28282828282828276,0.0,0.24609733700642786,1.5904499540863173,0.5180886562101042,0.0,0.3733660442695918,0.8361434959488941,0.28282828282828276,0.5180886562101042,16.0,74.0
71.625,0.3930211202938475,0.0,0.0,0.0,0.808873473820505,0.0,0.0,0.0,0.3930211202938475,0.808873473820505,16.0,74.0
72.375,0.040404040404040394,0.0,0.0,0.0,0.06414783910586952,0.0,0.0,0.0,0.040404040404040394,0.06414783910586952,16.0,74.0
